sample,time_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg_absolute,pitch_deg_absolute,yaw_deg_absolute,roll_deg_zeroed,pitch_deg_zeroed,yaw_deg_zeroed
0,0.0501,0.011719,0.082031,9.917969,0.005859,-0.001953,0.001953,0.00384521,-0.00036621,0.00061035,1.00000000,0.4406,-0.0422,0.0698,0.0000,0.0000,0.0000
1,0.1001,0.011719,0.082031,9.917969,0.005859,-0.001953,0.001953,0.00415039,-0.00036621,0.00067139,1.00000000,0.4756,-0.0423,0.0768,0.0350,0.0000,0.0070
2,0.1501,0.011719,0.082031,9.957031,0.000000,-0.001953,0.000000,0.00421143,-0.00036621,0.00067139,1.00000000,0.4826,-0.0423,0.0768,0.0420,-0.0000,0.0070
3,0.2001,0.011719,0.082031,9.957031,0.003906,0.000000,0.000000,0.00427246,-0.00036621,0.00067139,1.00000000,0.4896,-0.0423,0.0768,0.0490,-0.0000,0.0070
4,0.2501,0.050781,0.082031,9.914062,0.009766,-0.001953,0.000000,0.00463867,-0.00054932,-0.03155518,0.99951172,0.5333,-0.0461,-3.6169,0.0909,-0.0323,-3.6865
5,0.3001,0.011719,0.082031,9.957031,-0.001953,0.001953,-0.001953,0.00469971,-0.00061035,-0.03454590,0.99938965,0.5406,-0.0513,-3.9597,0.0982,-0.0401,-4.0293
6,0.3501,0.011719,0.082031,9.957031,-0.001953,0.001953,-0.001953,0.00427246,-0.00091553,-0.03167725,0.99951172,0.4927,-0.0894,-3.6311,0.0503,-0.0756,-3.7004
7,0.4001,0.011719,0.082031,9.917969,0.001953,0.000000,0.000000,0.00427246,-0.00091553,-0.03167725,0.99951172,0.4927,-0.0894,-3.6311,0.0503,-0.0756,-3.7004
8,0.4501,0.011719,0.082031,9.917969,-0.001953,0.000000,0.000000,0.00433350,-0.00091553,-0.03167725,0.99951172,0.4997,-0.0891,-3.6311,0.0573,-0.0754,-3.7004
9,0.5001,0.011719,0.082031,9.957031,0.001953,-0.001953,0.000000,0.00433350,-0.00091553,-0.03173828,0.99951172,0.4997,-0.0891,-3.6381,0.0573,-0.0754,-3.7074
10,0.5501,0.011719,0.082031,9.917969,0.001953,-0.001953,0.000000,0.00433350,-0.00079346,-0.00280762,1.00000000,0.4968,-0.0895,-0.3221,0.0560,-0.0503,-0.3915
11,0.6001,0.011719,0.082031,9.917969,0.003906,0.001953,0.000000,0.00433350,-0.00042725,-0.00280762,1.00000000,0.4967,-0.0476,-0.3219,0.0558,-0.0083,-0.3917
12,0.6501,0.050781,0.082031,9.914062,-0.001953,0.000000,0.000000,0.00433350,-0.00054932,-0.03906250,0.99920654,0.4987,-0.0435,-4.4775,0.0561,-0.0363,-4.5471
13,0.7001,0.011719,0.082031,9.957031,0.001953,0.003906,0.000000,0.00433350,-0.00054932,-0.03070068,0.99951172,0.4983,-0.0477,-3.5188,0.0559,-0.0331,-3.5884
14,0.7501,0.011719,0.082031,9.957031,0.001953,0.003906,0.000000,0.00433350,-0.00134277,-0.03265381,0.99945068,0.5013,-0.1376,-3.7431,0.0589,-0.1247,-3.8121
15,0.8001,0.011719,0.082031,9.957031,0.000000,0.001953,0.000000,0.00433350,-0.00091553,-0.03265381,0.99945068,0.4997,-0.0886,-3.7429,0.0573,-0.0758,-3.8122
16,0.8501,0.011719,0.082031,9.917969,0.000000,0.001953,0.000000,0.00427246,-0.00097656,-0.04772949,0.99884033,0.4944,-0.0884,-5.4719,0.0517,-0.0889,-5.5411
17,0.9001,0.011719,0.082031,9.957031,0.001953,0.000000,-0.001953,0.00427246,-0.00097656,-0.04766846,0.99884033,0.4944,-0.0884,-5.4648,0.0517,-0.0889,-5.5341
18,0.9501,0.011719,0.082031,9.957031,-0.003906,-0.001953,0.001953,0.00433350,-0.00054932,-0.04010010,0.99920654,0.4987,-0.0430,-4.5967,0.0561,-0.0367,-4.6663
19,1.0001,0.011719,0.082031,9.957031,-0.003906,-0.001953,0.001953,0.00463867,-0.00097656,-0.03973389,0.99920654,0.5356,-0.0907,-4.5549,0.0930,-0.0841,-4.6241
20,1.0501,0.011719,0.082031,9.957031,-0.001953,0.001953,0.000000,0.00427246,-0.00097656,-0.03967285,0.99920654,0.4936,-0.0924,-4.5478,0.0511,-0.0858,-4.6171
21,1.1001,0.050781,0.082031,9.953125,-0.001953,0.001953,0.000000,0.00427246,-0.00054932,-0.03973389,0.99920654,0.4917,-0.0434,-4.5546,0.0491,-0.0369,-4.6243
22,1.1501,0.011719,0.082031,9.917969,0.001953,0.000000,0.001953,0.00427246,-0.00097656,-0.03967285,0.99920654,0.4936,-0.0924,-4.5478,0.0511,-0.0858,-4.6171
23,1.2001,0.011719,0.082031,9.917969,0.013672,-0.003906,0.000000,0.00433350,-0.00091553,-0.02471924,0.99969482,0.4990,-0.0926,-2.8334,0.0568,-0.0727,-2.9027
24,1.2501,0.050781,0.082031,9.914062,0.013672,-0.003906,0.000000,0.00469971,-0.00091553,-0.02465820,0.99969482,0.5410,-0.0916,-2.8264,0.0988,-0.0717,-2.8957
25,1.3001,0.011719,0.082031,9.957031,0.001953,0.000000,0.001953,0.00427246,-0.00091553,-0.02471924,0.99969482,0.4920,-0.0928,-2.8334,0.0499,-0.0729,-2.9027
26,1.3501,0.011719,0.082031,9.957031,0.001953,0.000000,0.000000,0.00433350,-0.00091553,-0.02471924,0.99969482,0.4990,-0.0926,-2.8334,0.0568,-0.0727,-2.9027
27,1.4001,0.011719,0.082031,9.957031,0.005859,0.001953,0.001953,0.00433350,-0.00091553,-0.02471924,0.99969482,0.4990,-0.0926,-2.8334,0.0568,-0.0727,-2.9027
28,1.4501,0.050781,0.082031,9.914062,0.001953,0.000000,0.000000,0.00469971,-0.00091553,-0.03082275,0.99951172,0.5415,-0.0883,-3.5330,0.0991,-0.0738,-3.6024
29,1.5001,0.011719,0.082031,9.957031,0.000000,0.001953,0.001953,0.00469971,-0.00091553,-0.03082275,0.99951172,0.5415,-0.0883,-3.5330,0.0991,-0.0738,-3.6024
30,1.5501,0.011719,0.082031,9.917969,0.001953,0.000000,0.000000,0.00469971,-0.00097656,-0.03717041,0.99926758,0.5423,-0.0918,-4.2608,0.0998,-0.0830,-4.3300
31,1.6001,0.011719,0.082031,9.917969,-0.001953,0.001953,-0.001953,0.00469971,-0.00097656,-0.03717041,0.99926758,0.5423,-0.0918,-4.2608,0.0998,-0.0830,-4.3300
32,1.6501,0.011719,0.082031,9.957031,-0.003906,0.000000,0.000000,0.00427246,-0.00097656,-0.03717041,0.99932861,0.4934,-0.0936,-4.2610,0.0509,-0.0848,-4.3302
33,1.7001,0.011719,0.082031,9.957031,0.001953,0.001953,-0.001953,0.00427246,-0.00097656,-0.03717041,0.99932861,0.4934,-0.0936,-4.2610,0.0509,-0.0848,-4.3302
34,1.7501,0.011719,0.082031,9.957031,0.001953,0.000000,-0.001953,0.00427246,-0.00097656,-0.04565430,0.99896240,0.4942,-0.0894,-5.2339,0.0516,-0.0881,-5.3032
35,1.8001,0.011719,0.082031,9.957031,-0.001953,0.000000,-0.001953,0.00427246,-0.00097656,-0.04565430,0.99896240,0.4942,-0.0894,-5.2339,0.0516,-0.0881,-5.3032
36,1.8501,0.050781,0.082031,9.953125,-0.001953,-0.001953,0.000000,0.00427246,-0.00097656,-0.04565430,0.99896240,0.4942,-0.0894,-5.2339,0.0516,-0.0881,-5.3032
37,1.9001,0.011719,0.082031,9.957031,0.001953,0.000000,-0.001953,0.00427246,-0.00097656,-0.04565430,0.99896240,0.4942,-0.0894,-5.2339,0.0516,-0.0881,-5.3032
38,1.9501,0.011719,0.082031,9.917969,-0.001953,0.000000,0.000000,0.00427246,-0.00091553,-0.03399658,0.99938965,0.4929,-0.0882,-3.8968,0.0504,-0.0765,-3.9661
39,2.0001,0.011719,0.082031,9.957031,-0.001953,0.000000,0.000000,0.00427246,-0.00091553,-0.03405762,0.99938965,0.4929,-0.0882,-3.9038,0.0504,-0.0766,-3.9731
40,2.0501,0.011719,0.082031,9.957031,0.003906,0.000000,0.000000,0.00427246,-0.00091553,-0.03405762,0.99938965,0.4929,-0.0882,-3.9038,0.0504,-0.0766,-3.9731
41,2.1001,0.011719,0.082031,9.917969,0.001953,0.001953,-0.001953,0.00433350,-0.00085449,-0.01574707,0.99987793,0.4981,-0.0901,-1.8050,0.0563,-0.0623,-1.8743
42,2.1501,0.011719,0.082031,9.957031,0.005859,0.000000,0.001953,0.00427246,-0.00085449,-0.01574707,0.99987793,0.4911,-0.0902,-1.8050,0.0493,-0.0624,-1.8743
43,2.2001,0.011719,0.082031,9.917969,0.001953,-0.001953,0.000000,0.00433350,-0.00085449,-0.01324463,0.99987793,0.4978,-0.0913,-1.5181,0.0562,-0.0613,-1.5875
44,2.2501,0.011719,0.082031,9.917969,-0.001953,0.003906,0.001953,0.00427246,-0.00085449,-0.01324463,0.99987793,0.4908,-0.0914,-1.5181,0.0492,-0.0614,-1.5875
45,2.3001,0.011719,0.082031,9.957031,0.000000,0.000000,0.001953,0.00427246,-0.00091553,-0.03356934,0.99945068,0.4928,-0.0884,-3.8480,0.0504,-0.0764,-3.9173
46,2.3501,0.011719,0.082031,9.957031,-0.001953,-0.001953,0.000000,0.00433350,-0.00054932,-0.03326416,0.99945068,0.4984,-0.0464,-3.8128,0.0560,-0.0341,-3.8824
47,2.4001,0.050781,0.082031,9.953125,0.001953,0.001953,-0.001953,0.00427246,-0.00097656,-0.04040527,0.99914551,0.4937,-0.0920,-4.6317,0.0511,-0.0860,-4.7009
48,2.4501,0.011719,0.082031,9.957031,0.000000,0.001953,0.001953,0.00427246,-0.00097656,-0.03942871,0.99920654,0.4936,-0.0925,-4.5198,0.0510,-0.0857,-4.5890
49,2.5001,0.011719,0.082031,9.957031,-0.001953,0.000000,0.000000,0.00427246,-0.00097656,-0.03894043,0.99920654,0.4936,-0.0928,-4.4637,0.0510,-0.0855,-4.5330
50,2.5501,0.011719,0.082031,9.957031,0.001953,-0.001953,0.000000,0.00427246,-0.00097656,-0.03894043,0.99920654,0.4936,-0.0928,-4.4637,0.0510,-0.0855,-4.5330
51,2.6001,0.011719,0.082031,9.917969,0.001953,-0.001953,0.001953,0.00427246,-0.00097656,-0.03894043,0.99920654,0.4936,-0.0928,-4.4637,0.0510,-0.0855,-4.5330
52,2.6501,0.011719,0.082031,9.957031,0.000000,0.005859,0.000000,0.00427246,-0.00097656,-0.03894043,0.99920654,0.4936,-0.0928,-4.4637,0.0510,-0.0855,-4.5330
53,2.7001,0.011719,0.082031,9.957031,0.001953,0.000000,-0.001953,0.00427246,-0.00091553,-0.03887939,0.99920654,0.4933,-0.0858,-4.4567,0.0507,-0.0785,-4.5260
54,2.7501,0.011719,0.082031,9.957031,-0.001953,0.000000,0.000000,0.00427246,-0.00091553,-0.03894043,0.99920654,0.4933,-0.0858,-4.4637,0.0507,-0.0785,-4.5330
55,2.8001,0.050781,0.082031,9.953125,0.001953,0.000000,0.001953,0.00427246,-0.00097656,-0.03747559,0.99926758,0.4934,-0.0935,-4.2957,0.0509,-0.0849,-4.3650
56,2.8501,0.011719,0.082031,9.957031,-0.005859,0.000000,0.000000,0.00427246,-0.00091553,-0.03747559,0.99926758,0.4932,-0.0865,-4.2957,0.0506,-0.0779,-4.3650
57,2.9001,0.011719,0.082031,9.957031,-0.001953,0.000000,0.001953,0.00427246,-0.00091553,-0.03741455,0.99926758,0.4932,-0.0865,-4.2887,0.0506,-0.0779,-4.3580
58,2.9501,0.011719,0.082031,9.957031,0.000000,0.000000,0.000000,0.00390625,-0.00091553,-0.03741455,0.99926758,0.4512,-0.0881,-4.2887,0.0087,-0.0795,-4.3580
59,3.0001,0.011719,0.082031,9.917969,-0.001953,-0.001953,0.000000,0.00390625,-0.00091553,-0.03741455,0.99926758,0.4512,-0.0881,-4.2887,0.0087,-0.0795,-4.3580
60,3.0501,0.011719,0.082031,9.957031,0.005859,-0.001953,0.000000,0.00427246,-0.00097656,-0.04614258,0.99890137,0.4942,-0.0892,-5.2897,0.0516,-0.0883,-5.3590
61,3.1001,0.050781,0.082031,9.914062,-0.009766,0.003906,0.000000,0.00427246,-0.00097656,-0.04614258,0.99890137,0.4942,-0.0892,-5.2897,0.0516,-0.0883,-5.3590
62,3.1501,0.011719,0.082031,9.957031,0.000000,0.000000,0.000000,0.00427246,-0.00097656,-0.04614258,0.99890137,0.4942,-0.0892,-5.2897,0.0516,-0.0883,-5.3590
63,3.2001,0.011719,0.082031,9.957031,0.001953,0.000000,0.001953,0.00427246,-0.00097656,-0.04614258,0.99890137,0.4942,-0.0892,-5.2897,0.0516,-0.0883,-5.3590
64,3.2501,0.011719,0.082031,9.917969,0.003906,0.000000,0.000000,0.00433350,-0.00097656,-0.03967285,0.99920654,0.5006,-0.0921,-4.5478,0.0581,-0.0855,-4.6171
65,3.3001,0.011719,0.082031,9.957031,-0.005859,0.003906,0.001953,0.00427246,-0.00097656,-0.03955078,0.99920654,0.4936,-0.0925,-4.5338,0.0511,-0.0857,-4.6031
66,3.3501,0.011719,0.082031,9.957031,0.003906,-0.001953,-0.003906,0.00427246,-0.00091553,-0.03955078,0.99920654,0.4934,-0.0855,-4.5338,0.0508,-0.0787,-4.6031
67,3.4001,0.011719,0.082031,9.917969,-0.001953,0.000000,0.000000,0.00427246,-0.00091553,-0.02423096,0.99969482,0.4920,-0.0930,-2.7774,0.0498,-0.0727,-2.8467
68,3.4501,0.050781,0.082031,9.953125,0.001953,0.000000,-0.001953,0.00390625,-0.00091553,-0.02423096,0.99969482,0.4500,-0.0940,-2.7773,0.0079,-0.0737,-2.8466
69,3.5001,0.011719,0.082031,9.957031,-0.005859,0.000000,0.000000,0.00390625,-0.00091553,-0.02423096,0.99969482,0.4500,-0.0940,-2.7773,0.0079,-0.0737,-2.8466
70,3.5501,0.011719,0.082031,9.957031,0.005859,0.000000,-0.001953,0.00390625,-0.00091553,-0.03863525,0.99926758,0.4514,-0.0875,-4.4289,0.0088,-0.0800,-4.4981
71,3.6001,0.011719,0.082031,9.917969,-0.001953,0.000000,0.000000,0.00469971,-0.00097656,-0.03857422,0.99926758,0.5425,-0.0910,-4.4220,0.0999,-0.0835,-4.4912
72,3.6501,0.011719,0.082031,9.957031,0.005859,-0.005859,0.001953,0.00469971,-0.00134277,-0.03790283,0.99926758,0.5440,-0.1333,-4.3451,0.1014,-0.1252,-4.4140
73,3.7001,0.011719,0.082031,9.957031,0.005859,-0.001953,0.000000,0.00463867,-0.00097656,-0.03814697,0.99926758,0.5354,-0.0915,-4.3729,0.0929,-0.0836,-4.4422
74,3.7501,0.011719,0.082031,9.917969,-0.003906,0.000000,0.000000,0.00469971,-0.00097656,-0.03814697,0.99926758,0.5424,-0.0913,-4.3729,0.0999,-0.0833,-4.4422
75,3.8001,0.011719,0.082031,9.957031,-0.001953,0.000000,0.000000,0.00427246,-0.00042725,-0.01770020,0.99981689,0.4904,-0.0403,-2.0286,0.0485,-0.0142,-2.0983
76,3.8501,0.011719,0.082031,9.957031,-0.005859,0.001953,0.000000,0.00390625,-0.00048828,-0.01727295,0.99981689,0.4485,-0.0482,-1.9796,0.0067,-0.0218,-2.0493
77,3.9001,0.011719,0.082031,9.917969,0.003906,0.000000,0.000000,0.00390625,-0.00054932,-0.03540039,0.99938965,0.4496,-0.0471,-4.0577,0.0071,-0.0367,-4.1274
78,3.9501,0.011719,0.082031,9.957031,0.001953,0.000000,-0.001953,0.00427246,-0.00048828,-0.02532959,0.99969482,0.4909,-0.0435,-2.9032,0.0487,-0.0242,-2.9728
79,4.0001,0.011719,0.082031,9.957031,0.005859,0.001953,0.000000,0.00433350,-0.00048828,-0.02532959,0.99969482,0.4979,-0.0434,-2.9032,0.0556,-0.0240,-2.9728
80,4.0501,0.050781,0.082031,9.953125,0.000000,0.001953,0.000000,0.00427246,-0.00048828,-0.02532959,0.99969482,0.4909,-0.0435,-2.9032,0.0487,-0.0242,-2.9728
81,4.1001,0.011719,0.082031,9.917969,-0.001953,-0.001953,-0.001953,0.00427246,-0.00085449,-0.02532959,0.99969482,0.4919,-0.0855,-2.9033,0.0497,-0.0662,-2.9727
82,4.1501,0.050781,0.082031,9.953125,-0.003906,0.000000,-0.001953,0.00421143,-0.00085449,-0.02532959,0.99969482,0.4849,-0.0857,-2.9033,0.0427,-0.0663,-2.9727
83,4.2001,0.050781,0.082031,9.953125,-0.001953,0.001953,0.000000,0.00427246,-0.00091553,-0.03424072,0.99938965,0.4929,-0.0881,-3.9248,0.0504,-0.0766,-3.9941
84,4.2501,0.011719,0.082031,9.917969,-0.003906,0.000000,-0.001953,0.00427246,-0.00091553,-0.03424072,0.99938965,0.4929,-0.0881,-3.9248,0.0504,-0.0766,-3.9941
85,4.3001,0.011719,0.082031,9.917969,0.005859,0.001953,0.000000,0.00427246,-0.00091553,-0.03424072,0.99938965,0.4929,-0.0881,-3.9248,0.0504,-0.0766,-3.9941
86,4.3501,0.011719,0.082031,9.957031,0.003906,0.000000,-0.001953,0.00427246,-0.00091553,-0.03417969,0.99938965,0.4929,-0.0881,-3.9178,0.0504,-0.0766,-3.9871
87,4.4001,0.011719,0.082031,9.917969,0.003906,0.000000,0.000000,0.00427246,-0.00091553,-0.03417969,0.99938965,0.4929,-0.0881,-3.9178,0.0504,-0.0766,-3.9871
88,4.4501,0.011719,0.082031,9.957031,0.000000,0.001953,0.000000,0.00433350,-0.00091553,-0.03106689,0.99951172,0.4996,-0.0894,-3.5610,0.0572,-0.0752,-3.6303
89,4.5001,0.011719,0.082031,9.957031,-0.001953,-0.001953,0.001953,0.00427246,-0.00091553,-0.03106689,0.99951172,0.4926,-0.0897,-3.5610,0.0502,-0.0754,-3.6303
90,4.5501,0.011719,0.082031,9.957031,0.003906,0.000000,0.000000,0.00427246,-0.00091553,-0.03265381,0.99945068,0.4928,-0.0889,-3.7429,0.0503,-0.0760,-3.8122
91,4.6001,0.011719,0.082031,9.917969,0.001953,-0.001953,0.000000,0.00433350,-0.00054932,-0.03271484,0.99945068,0.4984,-0.0467,-3.7497,0.0559,-0.0339,-3.8194
92,4.6501,0.011719,0.082031,9.957031,0.001953,0.001953,-0.001953,0.00427246,-0.00054932,-0.03192139,0.99945068,0.4913,-0.0473,-3.6587,0.0489,-0.0338,-3.7283
93,4.7001,0.011719,0.082031,9.957031,-0.001953,0.000000,-0.001953,0.00433350,-0.00054932,-0.03106689,0.99951172,0.4983,-0.0475,-3.5608,0.0559,-0.0332,-3.6305
94,4.7501,0.011719,0.082031,9.957031,0.000000,0.000000,0.001953,0.00433350,-0.00054932,-0.03009033,0.99951172,0.4982,-0.0480,-3.4488,0.0559,-0.0329,-3.5184
95,4.8001,0.011719,-0.187500,9.914062,-0.007812,-0.011719,0.152344,0.00427246,-0.00054932,-0.03002930,0.99951172,0.4912,-0.0482,-3.4418,0.0489,-0.0330,-3.5114
96,4.8501,0.164062,0.273438,9.957031,0.005859,-0.011719,-0.074219,0.00427246,-0.00097656,-0.02703857,0.99963379,0.4924,-0.0986,-3.0993,0.0502,-0.0808,-3.1685
97,4.9001,-0.105469,0.273438,9.914062,-0.023438,0.025391,-0.519531,0.00427246,-0.00140381,-0.02862549,0.99957275,0.4940,-0.1468,-3.2813,0.0517,-0.1304,-3.3502
98,4.9501,-0.218750,-0.683594,9.953125,-0.035156,0.076172,-0.507812,0.00384521,-0.00122070,-0.04638672,0.99890137,0.4466,-0.1193,-5.3179,0.0040,-0.1186,-5.3869
99,5.0001,-0.027344,0.273438,9.996094,-0.173828,0.099609,-0.167969,0.00360107,0.00054932,-0.05535889,0.99847412,0.4085,0.0857,-6.3467,-0.0340,0.0784,-6.4173
100,5.0501,-0.140625,0.042969,9.957031,-0.312500,0.179688,-0.033203,-0.00024414,0.00360107,-0.04467773,0.99902344,-0.0464,0.4110,-5.1217,-0.4890,0.4132,-5.1949
101,5.1001,-0.296875,-0.148438,9.796875,-0.160156,0.111328,0.162109,-0.00756836,0.00885010,-0.04547119,0.99890137,-0.9126,0.9736,-5.2205,-1.3553,0.9750,-5.2980
