sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
0,0.00018671499998390573,vn200,VNINS,-80.175,-5.35,-1.124,,,,,,,,,,346.801257,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.801257,0000,5880,-080.175,-005.350,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
1,0.04651472000000467,vn200,VNINS,-80.176,-5.35,-1.124,,,,,,,,,,346.826256,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.826256,0000,5880,-080.176,-005.350,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
2,0.08005768800001078,vn200,VNINS,-80.176,-5.35,-1.123,,,,,,,,,,346.851257,0000,E880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.851257,0000,E880,-080.176,-005.350,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*21"
3,0.12005683600000339,vn200,VNINS,-80.176,-5.349,-1.123,,,,,,,,,,346.876257,0000,E880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.876257,0000,E880,-080.176,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*2C"
4,0.16005772400001206,vn200,VNINS,-80.177,-5.349,-1.123,,,,,,,,,,346.901257,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.901257,0000,5880,-080.177,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
5,0.20005842799997708,vn200,VNINS,-80.177,-5.348,-1.123,,,,,,,,,,346.926256,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.926256,0000,5880,-080.177,-005.348,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
6,0.2400587789999804,vn200,VNINS,-80.178,-5.349,-1.123,,,,,,,,,,346.951259,0000,9880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.951259,0000,9880,-080.178,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
7,0.2800586120000048,vn200,VNINS,-80.178,-5.349,-1.123,,,,,,,,,,346.976257,0000,9880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000346.976257,0000,9880,-080.178,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
8,0.32005801899998687,vn200,VNINS,-80.179,-5.348,-1.123,,,,,,,,,,347.001257,0000,2880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.001257,0000,2880,-080.179,-005.348,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
9,0.3600554999999872,vn200,VNINS,-80.18,-5.349,-1.123,,,,,,,,,,347.026256,0000,2880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.026256,0000,2880,-080.180,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
10,0.40005801799998153,vn200,VNINS,-80.18,-5.348,-1.123,,,,,,,,,,347.051257,0000,2880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.051257,0000,2880,-080.180,-005.348,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
11,0.4400579249999623,vn200,VNINS,-80.179,-5.347,-1.123,,,,,,,,,,347.076257,0000,D080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.076257,0000,D080,-080.179,-005.347,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*2D"
12,0.4800683149999827,vn200,VNINS,-80.178,-5.349,-1.123,,,,,,,,,,347.101257,0000,D080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.101257,0000,D080,-080.178,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*23"
13,0.5200568139999859,vn200,VNINS,-80.178,-5.347,-1.123,,,,,,,,,,347.126256,0000,0880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.126256,0000,0880,-080.178,-005.347,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*55"
14,0.5600644109999848,vn200,VNINS,-80.178,-5.348,-1.124,,,,,,,,,,347.15126,0000,0880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.151260,0000,0880,-080.178,-005.348,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
15,0.6000598859999968,vn200,VNINS,-80.178,-5.346,-1.124,,,,,,,,,,347.176257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.176257,0000,D880,-080.178,-005.346,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*23"
16,0.6400602319999962,vn200,VNINS,-80.179,-5.348,-1.125,,,,,,,,,,347.201257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.201257,0000,D880,-080.179,-005.348,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*2E"
17,0.6800607810000088,vn200,VNINS,-80.18,-5.347,-1.124,,,,,,,,,,347.226256,0000,2080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.226256,0000,2080,-080.180,-005.347,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
18,0.7200567739999997,vn200,VNINS,-80.18,-5.348,-1.124,,,,,,,,,,347.251257,0000,2080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.251257,0000,2080,-080.180,-005.348,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
19,0.7600563980000175,vn200,VNINS,-80.181,-5.347,-1.125,,,,,,,,,,347.276257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.276257,0000,D880,-080.181,-005.347,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*26"
20,0.8000561139999718,vn200,VNINS,-80.181,-5.347,-1.125,,,,,,,,,,347.301257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.301257,0000,D880,-080.181,-005.347,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*27"
21,0.8400569219999738,vn200,VNINS,-80.18,-5.348,-1.125,,,,,,,,,,347.326256,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.326256,0000,5880,-080.180,-005.348,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
22,0.8800569160000009,vn200,VNINS,-80.181,-5.346,-1.125,,,,,,,,,,347.351257,0000,5880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.351257,0000,5880,-080.181,-005.346,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
23,0.9200589280000031,vn200,VNINS,-80.181,-5.347,-1.125,,,,,,,,,,347.376257,0000,9880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.376257,0000,9880,-080.181,-005.347,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
24,0.9600560509999809,vn200,VNINS,-80.183,-5.347,-1.124,,,,,,,,,,347.401257,0000,9880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.401257,0000,9880,-080.183,-005.347,-001.124,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
25,1.0000575259999778,vn200,VNINS,-80.182,-5.348,-1.125,,,,,,,,,,347.426257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.426257,0000,0080,-080.182,-005.348,-001.125,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*55"
26,1.0400567419999902,vn200,VNINS,-80.182,-5.349,-1.123,,,,,,,,,,347.451257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.451257,0000,0080,-080.182,-005.349,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
27,1.0800586429999726,vn200,VNINS,-80.183,-5.351,-1.123,,,,,,,,,,347.476259,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.476259,0000,0080,-080.183,-005.351,-001.123,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
28,1.1200583410000036,vn200,VNINS,-80.183,-5.351,-1.122,,,,,,,,,,347.501257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.501257,0000,8080,-080.183,-005.351,-001.122,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
29,1.160057112000004,vn200,VNINS,-80.183,-5.35,-1.122,,,,,,,,,,347.526256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.526256,0000,8080,-080.183,-005.350,-001.122,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
30,1.2000579759999823,vn200,VNINS,-80.182,-5.349,-1.119,,,,,,,,,,347.551257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.551257,0000,0080,-080.182,-005.349,-001.119,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
31,1.2400585070000147,vn200,VNINS,-80.182,-5.351,-1.119,,,,,,,,,,347.576257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.576257,0000,0080,-080.182,-005.351,-001.119,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
32,1.280058184999973,vn200,VNINS,-80.181,-5.349,-1.117,,,,,,,,,,347.601257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.601257,0000,8080,-080.181,-005.349,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
33,1.320058289999963,vn200,VNINS,-80.182,-5.351,-1.116,,,,,,,,,,347.626256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.626256,0000,8080,-080.182,-005.351,-001.116,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
34,1.3600569689999702,vn200,VNINS,-80.183,-5.35,-1.117,,,,,,,,,,347.651257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.651257,0000,0080,-080.183,-005.350,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
35,1.4000587959999962,vn200,VNINS,-80.184,-5.351,-1.118,,,,,,,,,,347.676257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.676257,0000,0080,-080.184,-005.351,-001.118,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
36,1.440058085999965,vn200,VNINS,-80.184,-5.351,-1.117,,,,,,,,,,347.701257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.701257,0000,8080,-080.184,-005.351,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
37,1.480054875999997,vn200,VNINS,-80.185,-5.349,-1.117,,,,,,,,,,347.726257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.726257,0000,8080,-080.185,-005.349,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
38,1.520056239999974,vn200,VNINS,-80.185,-5.35,-1.117,,,,,,,,,,347.751257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.751257,0000,0080,-080.185,-005.350,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
39,1.5600553499999705,vn200,VNINS,-80.185,-5.35,-1.117,,,,,,,,,,347.776257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.776257,0000,0080,-080.185,-005.350,-001.117,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
40,1.600065504999975,vn200,VNINS,-80.186,-5.349,-1.115,,,,,,,,,,347.801257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.801257,0000,8080,-080.186,-005.349,-001.115,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
41,1.6400574190000157,vn200,VNINS,-80.186,-5.349,-1.115,,,,,,,,,,347.826257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.826257,0000,8080,-080.186,-005.349,-001.115,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
42,1.6800556480000068,vn200,VNINS,-80.185,-5.35,-1.115,,,,,,,,,,347.851257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.851257,0000,8080,-080.185,-005.350,-001.115,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
43,1.720057025000017,vn200,VNINS,-80.186,-5.349,-1.114,,,,,,,,,,347.876257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.876257,0000,0080,-080.186,-005.349,-001.114,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5B"
44,1.7600556799999936,vn200,VNINS,-80.186,-5.348,-1.113,,,,,,,,,,347.901257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.901257,0000,0080,-080.186,-005.348,-001.113,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
45,1.8000581320000038,vn200,VNINS,-80.186,-5.348,-1.113,,,,,,,,,,347.926257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.926257,0000,8080,-080.186,-005.348,-001.113,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
46,1.8400576199999819,vn200,VNINS,-80.187,-5.348,-1.112,,,,,,,,,,347.951257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.951257,0000,8080,-080.187,-005.348,-001.112,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
47,1.8800600160000158,vn200,VNINS,-80.188,-5.348,-1.112,,,,,,,,,,347.976257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000347.976257,0000,0080,-080.188,-005.348,-001.112,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
48,1.9200582999999938,vn200,VNINS,-80.188,-5.35,-1.113,,,,,,,,,,348.001257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.001257,0000,0080,-080.188,-005.350,-001.113,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5D"
49,1.9600602520000052,vn200,VNINS,-80.187,-5.35,-1.113,,,,,,,,,,348.026256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.026256,0000,8080,-080.187,-005.350,-001.113,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
50,2.000058239999987,vn200,VNINS,-80.187,-5.35,-1.114,,,,,,,,,,348.051257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.051257,0000,8080,-080.187,-005.350,-001.114,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
51,2.0400555800000006,vn200,VNINS,-80.188,-5.35,-1.113,,,,,,,,,,348.076257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.076257,0000,0080,-080.188,-005.350,-001.113,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5D"
52,2.0800607539999874,vn200,VNINS,-80.187,-5.349,-1.112,,,,,,,,,,348.101257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.101257,0000,0080,-080.187,-005.349,-001.112,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
53,2.120056796999961,vn200,VNINS,-80.186,-5.348,-1.111,,,,,,,,,,348.126257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.126257,0000,8080,-080.186,-005.348,-001.111,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
54,2.16006117500001,vn200,VNINS,-80.187,-5.348,-1.11,,,,,,,,,,348.151257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.151257,0000,8080,-080.187,-005.348,-001.110,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
55,2.2000595700000076,vn200,VNINS,-80.187,-5.349,-1.11,,,,,,,,,,348.176257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.176257,0000,0080,-080.187,-005.349,-001.110,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
56,2.240062781000006,vn200,VNINS,-80.187,-5.35,-1.111,,,,,,,,,,348.201257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.201257,0000,0080,-080.187,-005.350,-001.111,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
57,2.2800596579999706,vn200,VNINS,-80.188,-5.35,-1.109,,,,,,,,,,348.226257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.226257,0000,8080,-080.188,-005.350,-001.109,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
58,2.3200602580000123,vn200,VNINS,-80.188,-5.351,-1.108,,,,,,,,,,348.251257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.251257,0000,8080,-080.188,-005.351,-001.108,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
59,2.3600579129999915,vn200,VNINS,-80.189,-5.353,-1.107,,,,,,,,,,348.276257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.276257,0000,8080,-080.189,-005.353,-001.107,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
60,2.4000570119999907,vn200,VNINS,-80.188,-5.355,-1.109,,,,,,,,,,348.301257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.301257,0000,0080,-080.188,-005.355,-001.109,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
61,2.4400595559999942,vn200,VNINS,-80.188,-5.355,-1.109,,,,,,,,,,348.326257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000348.326257,0000,0080,-080.188,-005.355,-001.109,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*55"
